tau,delta,omega1,omega2,alpha,beta,gamma
0.049999999999999996,0.049999999999999996,0.21406661993596965,2.727797390584258,0.02499025159197199,0.02499025159197199,-3.0406391742232586e-06
0.049999999999999996,0.049999999999999996,0.21406661993596965,3.923799851757305,0.024979897994759526,0.024979897994759526,-4.371630188515496e-06
0.049999999999999996,0.049999999999999996,0.21406661993596965,5.64418945842344,0.024999999991296207,0.0249169826763751,-6.281895309712127e-06
0.049999999999999996,0.049999999999999996,0.21406661993596965,8.118883695943603,0.024999999981896615,0.024828535985289335,-9.016939662487289e-06
0.049999999999999996,0.049999999999999996,0.21406661993596965,11.678607345450605,0.024999999962096453,0.024646125760103388,-1.2913249690882367e-05
0.049999999999999996,0.049999999999999996,0.21406661993596965,16.7990914314189,0.024999999919665505,0.02427124528797897,-1.840574116052096e-05
0.049999999999999996,0.049999999999999996,0.21406661993596965,24.164651192858756,0.024999999825901398,0.0235064050293321,-2.597682664795542e-05
0.049999999999999996,0.049999999999999996,0.21406661993596965,34.75963980887802,0.024999999608830592,0.02196951027864813,-3.591213902254253e-05
0.049999999999999996,0.049999999999999996,0.21406661993596965,49.99999999999999,0.024999999081114943,0.018978545861593865,-4.751368095234909e-05
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.049999999999999996,0.024999873253588767,0.024999873253588767,-8.020811659292804e-08
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.07192249441438314,0.02499986977251467,0.02499986977251467,-1.1537533683991796e-07
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.10345690405573947,0.024999862569693665,0.024999862569693665,-1.6596158225468116e-07
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.14881757208156587,0.024999847666070885,0.024999847666070885,-2.387272495241177e-07
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.21406661993596965,0.02499981682845087,0.02499981682845087,-3.4339667642768745e-07
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.30792410553301314,0.024999753021301974,0.024999753021301974,-4.939573958750998e-07
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.4429333952050412,0.024999620996121408,0.024999620996121408,-7.105284547392898e-07
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.6371374928515666,0.024999347820451767,0.024999347820451767,-1.0220461632570732e-06
0.049999999999999996,0.049999999999999996,0.30792410553301314,0.9164903554162177,0.024998782593653512,0.024998782593653512,-1.4701222683655146e-06
0.049999999999999996,0.049999999999999996,0.30792410553301314,1.3183254493651788,0.024997613110095518,0.024997613110095518,-2.1145783968279375e-06
0.049999999999999996,0.049999999999999996,0.30792410553301314,1.8963450953661247,0.024995193495767953,0.024995193495767953,-3.041361441802337e-06
0.049999999999999996,0.049999999999999996,0.30792410553301314,2.727797390584258,0.024990187872779845,0.024990187872779845,-4.373793674794513e-06
0.049999999999999996,0.049999999999999996,0.30792410553301314,3.923799851757305,0.02497983437076501,0.02497983437076501,-6.288351683814142e-06
0.049999999999999996,0.049999999999999996,0.30792410553301314,5.64418945842344,0.024999999991282884,0.0249168558219921,-9.036163919340368e-06
0.049999999999999996,0.049999999999999996,0.30792410553301314,8.118883695943603,0.024999999981883292,0.02482840994376545,-1.2970376125132077e-05
0.049999999999999996,0.049999999999999996,0.30792410553301314,11.678607345450605,0.02499999996208402,0.024646001393921146,-1.8575005732657246e-05
0.049999999999999996,0.049999999999999996,0.30792410553301314,16.7990914314189,0.02499999991965307,0.024271124360269347,-2.6475655443114476e-05
0.049999999999999996,0.049999999999999996,0.30792410553301314,24.164651192858756,0.024999999825888963,0.023506291097289633,-3.736624968286861e-05
0.049999999999999996,0.049999999999999996,0.30792410553301314,34.75963980887802,0.024999999608819046,0.021969410321183602,-5.16576564359994e-05
0.049999999999999996,0.049999999999999996,0.30792410553301314,49.99999999999999,0.024999999081103397,0.018978472755438958,-6.834584640458274e-05
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.049999999999999996,0.024999741226120253,0.024999741226120253,-1.1537462452082536e-07
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.07192249441438314,0.02499973774511277,0.02499973774511277,-1.659605874948511e-07
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.10345690405573947,0.024999730542428544,0.024999730542428544,-2.387259057101687e-07
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.14881757208156587,0.024999715639089537,0.024999715639089537,-3.433950066522584e-07
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.21406661993596965,0.024999684802056166,0.024999684802056166,-4.939557776140191e-07
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.30792410553301314,0.024999620996121408,0.024999620996121408,-7.105284547392898e-07
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.4429333952050412,0.024999488973453055,0.024999488973453055,-1.0220530937132821e-06
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.6371374928515666,0.024999215802981034,0.024999215802981034,-1.4701528652238949e-06
0.049999999999999996,0.049999999999999996,0.4429333952050412,0.9164903554162177,0.024998650586937732,0.024998650586937732,-2.114683800513717e-06
0.049999999999999996,0.049999999999999996,0.4429333952050412,1.3183254493651788,0.02499748112563216,0.02499748112563216,-3.041695766370367e-06
0.049999999999999996,0.049999999999999996,0.4429333952050412,1.8963450953661247,0.024995061557342435,0.024995061557342435,-4.374818280084014e-06
0.049999999999999996,0.049999999999999996,0.4429333952050412,2.727797390584258,0.024990056029593255,0.024990056029593255,-6.2914431229188494e-06
0.049999999999999996,0.049999999999999996,0.4429333952050412,3.923799851757305,0.024979702724553743,0.024979702724553743,-9.045421417219757e-06
0.049999999999999996,0.049999999999999996,0.4429333952050412,5.64418945842344,0.02499999999125535,0.024916593343991877,-1.2997986572393927e-05
0.049999999999999996,0.049999999999999996,0.4429333952050412,8.118883695943603,0.02499999998185576,0.024828149147673173,-1.8657117849762983e-05
0.049999999999999996,0.049999999999999996,0.4429333952050412,11.678607345450605,0.024999999962056485,0.02464574406432174,-2.6719045738587965e-05
0.049999999999999996,0.049999999999999996,0.4429333952050412,16.7990914314189,0.024999999919626426,0.024270874145304155,-3.808366290858345e-05
0.049999999999999996,0.049999999999999996,0.4429333952050412,24.164651192858756,0.024999999825863206,0.02350605535724437,-5.374913925226821e-05
0.049999999999999996,0.049999999999999996,0.4429333952050412,34.75963980887802,0.024999999608795065,0.021969203496309042,-7.43064860335707e-05
0.049999999999999996,0.049999999999999996,0.4429333952050412,49.99999999999999,0.024999999081080304,0.018978321489324657,-9.831147195882295e-05
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.049999999999999996,0.024999468045717066,0.024999468045717066,-1.65958437214897e-07
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.07192249441438314,0.024999464564846363,0.024999464564846363,-2.3872285570547547e-07
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.10345690405573947,0.02499945736244591,0.02499945736244591,-3.433907460603791e-07
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.14881757208156587,0.024999442459693544,0.024999442459693544,-4.939500266587515e-07
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.21406661993596965,0.024999411623874312,0.024999411623874312,-7.105213084557249e-07
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.30792410553301314,0.024999347820451767,0.024999347820451767,-1.0220461632570732e-06
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.4429333952050412,0.024999215802981034,0.024999215802981034,-1.4701528652238949e-06
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.6371374928515666,0.02499894264326441,0.02499894264326441,-2.114713471890184e-06
0.049999999999999996,0.049999999999999996,0.6371374928515666,0.9164903554162177,0.024998377449473974,0.024998377449473974,-3.041826756700061e-06
0.049999999999999996,0.049999999999999996,0.6371374928515666,1.3183254493651788,0.02499720803421024,0.02499720803421024,-4.375269517353786e-06
0.049999999999999996,0.049999999999999996,0.6371374928515666,1.8963450953661247,0.024994788561178982,0.024994788561178982,-6.292874284774541e-06
0.049999999999999996,0.049999999999999996,0.6371374928515666,2.727797390584258,0.024989783230489948,0.024989783230489948,-9.049806901195723e-06
0.049999999999999996,0.049999999999999996,0.6371374928515666,3.923799851757305,0.024979430333015085,0.024979430333015085,-1.3011214703873009e-05
0.049999999999999996,0.049999999999999996,0.6371374928515666,5.64418945842344,0.024999999991199395,0.02491605024604482,-1.8696707059007167e-05
0.049999999999999996,0.049999999999999996,0.6371374928515666,8.118883695943603,0.024999999981798915,0.024827609529786798,-2.6836977172095544e-05
0.049999999999999996,0.049999999999999996,0.6371374928515666,11.678607345450605,0.02499999996200053,0.024645211619003682,-3.843350481513852e-05
0.049999999999999996,0.049999999999999996,0.6371374928515666,16.7990914314189,0.02499999991957136,0.024270356420976746,-5.478072423681368e-05
0.049999999999999996,0.049999999999999996,0.6371374928515666,24.164651192858756,0.024999999825809915,0.023505567583178788,-7.731443607461586e-05
0.049999999999999996,0.049999999999999996,0.6371374928515666,34.75963980887802,0.02499999960874444,0.021968775551031605,-0.00010688477522879936
0.049999999999999996,0.049999999999999996,0.6371374928515666,49.99999999999999,0.024999999081032342,0.01897800850147835,-0.00014141433063397102
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.049999999999999996,0.024998902809124424,0.024998902809124424,-2.3871641285921896e-07
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.07192249441438314,0.024998899328537494,0.024998899328537494,-3.433815400910589e-07
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.10345690405573947,0.024998892126724126,0.024998892126724126,-4.939369677714467e-07
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.14881757208156587,0.024998877225185456,0.024998877225185456,-7.105030670473411e-07
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.21406661993596965,0.024998846391878438,0.024998846391878438,-1.0220215429512791e-06
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.30792410553301314,0.024998782593653512,0.024998782593653512,-1.4701222683655146e-06
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.4429333952050412,0.024998650586937732,0.024998650586937732,-2.114683800513717e-06
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.6371374928515666,0.024998377449473974,0.024998377449473974,-3.041826756700061e-06
0.049999999999999996,0.049999999999999996,0.9164903554162177,0.9164903554162177,0.02499781230172715,0.02499781230172715,-4.37539654551955e-06
0.049999999999999996,0.049999999999999996,0.9164903554162177,1.3183254493651788,0.02499664298172899,0.02499664298172899,-6.293435053983387e-06
0.049999999999999996,0.049999999999999996,0.9164903554162177,1.8963450953661247,0.024994223705795182,0.024994223705795182,-9.051738522281028e-06
0.049999999999999996,0.049999999999999996,0.9164903554162177,2.727797390584258,0.024989218782840883,0.024989218782840883,-1.3017340271481714e-05
0.049999999999999996,0.049999999999999996,0.9164903554162177,3.923799851757305,0.024978866728653237,0.024978866728653237,-1.8715472213770568e-05
0.049999999999999996,0.049999999999999996,0.9164903554162177,5.64418945842344,0.024999999991081268,0.024914926524004954,-2.689354616958184e-05
0.049999999999999996,0.049999999999999996,0.9164903554162177,8.118883695943603,0.024999999981682564,0.02482649300829909,-3.860259940857702e-05
0.049999999999999996,0.049999999999999996,0.9164903554162177,11.678607345450605,0.024999999961885067,0.024644109938193104,-5.52831720099789e-05
0.049999999999999996,0.049999999999999996,0.9164903554162177,16.7990914314189,0.02499999991945767,0.024269285199196133,-7.879719437475785e-05
0.049999999999999996,0.049999999999999996,0.9164903554162177,24.164651192858756,0.02499999982569978,0.023504558331137737,-0.0001112099439621872
0.049999999999999996,0.049999999999999996,0.9164903554162177,34.75963980887802,0.024999999608639634,0.02196789009005773,-0.00015374428179804056
0.049999999999999996,0.049999999999999996,0.9164903554162177,49.99999999999999,0.02499999908093198,0.018977360897667772,-0.00020341208496521546
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.049999999999999996,0.024997733305302194,0.024997733305302194,-3.433623048110235e-07
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.07192249441438314,0.024997729825301462,0.024997729825301462,-4.939093862788013e-07
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.10345690405573947,0.02499772262470179,0.02499772262470179,-7.104636550181453e-07
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.14881757208156587,0.024997707725675333,0.024997707725675333,-1.0219656338961158e-06
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.21406661993596965,0.024997676897565935,0.024997676897565935,-1.470044174389784e-06
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.30792410553301314,0.024997613110095518,0.024997613110095518,-2.1145783968279375e-06
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.4429333952050412,0.02499748112563216,0.02499748112563216,-3.041695766370367e-06
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.6371374928515666,0.02499720803421024,0.02499720803421024,-4.375269517353786e-06
0.049999999999999996,0.049999999999999996,1.3183254493651788,0.9164903554162177,0.02499664298172899,0.02499664298172899,-6.293435053983387e-06
0.049999999999999996,0.049999999999999996,1.3183254493651788,1.3183254493651788,0.02499547385883938,0.02499547385883938,-9.052282321952987e-06
0.049999999999999996,0.049999999999999996,1.3183254493651788,1.8963450953661247,0.02499305499070692,0.02499305499070692,-1.3019740730868534e-05
0.049999999999999996,0.049999999999999996,1.3183254493651788,2.727797390584258,0.024988050911369797,0.024988050911369797,-1.8723739686699048e-05
0.049999999999999996,0.049999999999999996,1.3183254493651788,3.923799851757305,0.02497770060197224,0.02497770060197224,-2.6919756604293354e-05
0.049999999999999996,0.049999999999999996,1.3183254493651788,5.64418945842344,0.024999999990838795,0.02491260148471408,-3.868284578079084e-05
0.049999999999999996,0.049999999999999996,1.3183254493651788,8.118883695943603,0.02499999998144098,0.024824182867202005,-5.552478744874634e-05
0.049999999999999996,0.049999999999999996,1.3183254493651788,11.678607345450605,0.02499999996164526,0.0246418305029783,-7.951761208246921e-05
0.049999999999999996,0.049999999999999996,1.3183254493651788,16.7990914314189,0.024999999919221416,0.024267068784785017,-0.00011333946920721871
0.049999999999999996,0.049999999999999996,1.3183254493651788,24.164651192858756,0.02499999982547152,0.02350247013430984,-0.0001599610087152925
0.049999999999999996,0.049999999999999996,1.3183254493651788,34.75963980887802,0.024999999608422918,0.02196605802137519,-0.00022114120899185963
0.049999999999999996,0.049999999999999996,1.3183254493651788,49.99999999999999,0.02499999908072592,0.0189760209641765,-0.00029258218830463534
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.049999999999999996,0.02499531364904861,0.02499531364904861,-4.938520490327392e-07
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.07192249441438314,0.02499531017026202,0.02499531017026202,-7.10381305779606e-07
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.10345690405573947,0.024995302972174116,0.024995302972174116,-1.0218475559042872e-06
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.14881757208156587,0.02499528807834439,0.02499528807834439,-1.4698754506881073e-06
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.21406661993596965,0.02499525726098817,0.02499525726098817,-2.1143390460665046e-06
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.30792410553301314,0.024995193495767953,0.024995193495767953,-3.041361441802337e-06
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.4429333952050412,0.024995061557342435,0.024995061557342435,-4.374818280084014e-06
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.6371374928515666,0.024994788561178982,0.024994788561178982,-6.292874284774541e-06
0.049999999999999996,0.049999999999999996,1.8963450953661247,0.9164903554162177,0.024994223705795182,0.024994223705795182,-9.051738522281028e-06
0.049999999999999996,0.049999999999999996,1.8963450953661247,1.3183254493651788,0.02499305499070692,0.02499305499070692,-1.3019740730868534e-05
0.049999999999999996,0.049999999999999996,1.8963450953661247,1.8963450953661247,0.024990636966284452,0.024990636966284452,-1.8726067430918647e-05
